8 30026780.0 30026780.0 30026780.0 30026780.0 30026780.0
16 30990938.0 30990938.0 30990938.0 30990938.0 30990938.0
24 32049093.0 32049093.0 32049093.0 32049093.0 32049093.0
32 34277271.0 34277271.0 34277271.0 34277271.0 34277271.0
40 32747414.0 32747414.0 32747414.0 32747414.0 32747414.0
48 32623949.0 32623949.0 32623949.0 32623949.0 32623949.0
56 33563019.0 33563019.0 33563019.0 33563019.0 33563019.0
64 33046041.0 33046041.0 33046041.0 33046041.0 33046041.0
72 33266038.0 33266038.0 33266038.0 33266038.0 33266038.0
80 36254802.0 36254802.0 36254802.0 36254802.0 36254802.0
88 33953578.0 33953578.0 33953578.0 33953578.0 33953578.0
96 33367013.0 33367013.0 33367013.0 33367013.0 33367013.0
104 33451777.0 33451777.0 33451777.0 33451777.0 33451777.0
112 33338058.0 33338058.0 33338058.0 33338058.0 33338058.0
120 33957197.0 33957197.0 33957197.0 33957197.0 33957197.0
128 33370501.0 33370501.0 33370501.0 33370501.0 33370501.0
136 33777356.0 33777356.0 33777356.0 33777356.0 33777356.0
144 33242102.0 33242102.0 33242102.0 33242102.0 33242102.0
152 33678120.0 33678120.0 33678120.0 33678120.0 33678120.0
160 32999597.0 32999597.0 32999597.0 32999597.0 32999597.0
168 33060982.0 33060982.0 33060982.0 33060982.0 33060982.0
176 33230180.0 33230180.0 33230180.0 33230180.0 33230180.0
184 33282604.0 33282604.0 33282604.0 33282604.0 33282604.0
192 32681147.0 32681147.0 32681147.0 32681147.0 32681147.0
200 32586817.0 32586817.0 32586817.0 32586817.0 32586817.0
208 33295024.0 33295024.0 33295024.0 33295024.0 33295024.0
216 32385129.0 32385129.0 32385129.0 32385129.0 32385129.0
224 32508606.0 32508606.0 32508606.0 32508606.0 32508606.0
232 32356870.0 32356870.0 32356870.0 32356870.0 32356870.0
240 32153790.0 32153790.0 32153790.0 32153790.0 32153790.0
248 32175674.0 32175674.0 32175674.0 32175674.0 32175674.0
256 32177221.0 32177221.0 32177221.0 32177221.0 32177221.0
