8 19264.566 19264.566 19264.566 19264.566 19264.566
16 19316.407 19316.407 19316.407 19316.407 19316.407
24 19302.624 19302.624 19302.624 19302.624 19302.624
32 19417.728 19417.728 19417.728 19417.728 19417.728
40 19381.889 19381.889 19381.889 19381.889 19381.889
48 19499.104 19499.104 19499.104 19499.104 19499.104
56 19124.51 19124.51 19124.51 19124.51 19124.51
64 19207.289 19207.289 19207.289 19207.289 19207.289
72 19307.714 19307.714 19307.714 19307.714 19307.714
80 19298.325 19298.325 19298.325 19298.325 19298.325
88 19484.679 19484.679 19484.679 19484.679 19484.679
96 19147.995 19147.995 19147.995 19147.995 19147.995
104 18851.265 18851.265 18851.265 18851.265 18851.265
112 26019.919 26019.919 26019.919 26019.919 26019.919
120 19588.27 19588.27 19588.27 19588.27 19588.27
128 19183.04 19183.04 19183.04 19183.04 19183.04
136 19244.575 19244.575 19244.575 19244.575 19244.575
144 19336.1 19336.1 19336.1 19336.1 19336.1
152 19409.237 19409.237 19409.237 19409.237 19409.237
160 19023.064 19023.064 19023.064 19023.064 19023.064
168 19569.925 19569.925 19569.925 19569.925 19569.925
176 19305.307 19305.307 19305.307 19305.307 19305.307
184 19312.858 19312.858 19312.858 19312.858 19312.858
192 19447.87 19447.87 19447.87 19447.87 19447.87
200 19158.248 19158.248 19158.248 19158.248 19158.248
208 19352.48 19352.48 19352.48 19352.48 19352.48
216 19059.266 19059.266 19059.266 19059.266 19059.266
224 19409.436 19409.436 19409.436 19409.436 19409.436
232 19249.033 19249.033 19249.033 19249.033 19249.033
240 19373.411 19373.411 19373.411 19373.411 19373.411
248 19232.702 19232.702 19232.702 19232.702 19232.702
256 19199.58 19199.58 19199.58 19199.58 19199.58
