4 3 0.9814453125
4 4 0.955078125
4 5 0.947265625
4 6 0.990234375
4 7 0.98046875
4 8 0.9638671875
5 3 1.1181640625
5 4 1.1318359375
5 5 1.115234375
5 6 1.1171875
5 7 1.1298828125
5 8 1.037109375
6 3 1.259765625
6 4 1.224609375
6 5 1.2431640625
6 6 1.2431640625
6 7 1.2490234375
6 8 1.224609375
7 4 1.359375
7 5 1.3564453125
7 6 1.3515625
7 7 1.388671875
7 8 1.3310546875
7 3 1.3740234375
8 4 1.4296875
8 5 1.4404296875
8 6 1.447265625
8 7 1.4501953125
8 8 1.427734375
8 3 1.5400390625
9 3 0.3232421875
9 4 1.515625
9 5 1.5205078125
9 6 1.5146484375
9 7 1.5439453125
9 8 1.505859375
10 4 1.5859375
10 5 1.5908203125
10 6 1.58984375
10 7 1.6015625
10 8 1.58984375
10 9 1.5390625
10 3 1.603515625
11 3 1.6376953125
11 4 1.6240234375
11 5 1.6240234375
11 6 1.6318359375
11 7 1.63671875
11 8 1.626953125
12 4 1.673828125
12 5 1.6669921875
12 6 1.6748046875
12 7 1.6865234375
12 8 1.666015625
13 4 1.7373046875
13 5 1.736328125
13 6 1.71484375
13 7 1.73046875
13 8 1.73046875
14 3 1.3193359375
14 4 1.7451171875
14 5 1.7490234375
14 6 1.7470703125
14 7 1.7548828125
14 8 1.7177734375
15 4 1.7841796875
15 5 1.767578125
15 6 1.7587890625
15 7 1.76953125
15 8 1.765625
16 3 0.6484375
16 4 1.794921875
16 5 1.791015625
16 6 1.7744140625
16 7 1.787109375
16 8 1.7724609375
17 3 1.7841796875
17 4 1.7802734375
17 5 1.7666015625
17 6 1.767578125
17 7 1.775390625
17 8 1.7509765625
18 4 1.80078125
18 5 1.794921875
18 6 1.7763671875
18 7 1.7919921875
18 8 1.7890625
19 3 1.7958984375
19 4 1.791015625
19 5 1.7841796875
19 6 1.78125
19 7 1.791015625
19 8 1.779296875
20 4 1.802734375
20 5 1.794921875
20 6 1.7802734375
20 7.1 1.7919921875
20 8.1 1.7802734375
21 4 1.787109375
21 5 1.7880859375
21 6 1.7734375
21 7 1.78125
21 8 1.7646484375
21 9 1.76171875
22 4 1.7939453125
22 5 1.7880859375
22 6 1.7705078125
22 7 1.7822265625
22 8 1.7626953125
23 4 1.7900390625
23 5 1.78125
23 6 1.7666015625
23 7 1.7734375
23 8 1.7685546875
24 4 1.787109375
24 5 1.7802734375
24 6 1.76953125
24 7 1.78125
24 8 1.775390625
25 3 1.841796875
25 4 1.7900390625
25 5 1.7783203125
25 6 1.78125
25 7 1.78515625
25 8 1.775390625
26 4 1.8095703125
26 5 1.8076171875
26 6.1 1.7978515625
26 7.1 1.8017578125
26 8.1 1.810546875
27 3 1.8125
27 4 1.7841796875
27 5.1 1.77734375
27 6.1 1.7861328125
27 7.1 1.7890625
27 8.1 1.763671875
28 4 1.7998046875
28 5 1.8056640625
28 6 1.796875
28 7 1.794921875
28 8 1.7998046875
29 3 1.861328125
29 4 1.8115234375
29 5 1.7958984375
29 6 1.79296875
29 7.1 1.8056640625
29 8.1 1.7763671875
30 4 1.796875
30 5 1.791015625
30 6.1 1.7880859375
30 7.1 1.787109375
30 8.1 1.798828125
