4 3 0.40625
4 4 0.3984375
4 5 0.3876953125
4 6 0.4033203125
4 7 0.4091796875
5 3 0.4873046875
5 4 0.47265625
5 5 0.4814453125
5 6 0.4892578125
5 7 0.4814453125
6 3 0.5791015625
6 4 0.560546875
6 5 0.5732421875
6 6 0.564453125
6 7 0.556640625
6 8 0.46875
7 4 0.58203125
7 5 0.6220703125
7 6 0.6005859375
7 7 0.609375
7 8 0.5908203125
7 3 0.66015625
8 4 0.6220703125
8 5 0.6630859375
8 6 0.63671875
8 7 0.61328125
8 3 0.63671875
9 3 0.671875
9 4 0.662109375
9 5 0.6748046875
9 6 0.6611328125
9 7 0.6591796875
9 8 0.625
10 4 0.7197265625
10 5 0.73046875
10 6 0.7314453125
10 7 0.7490234375
10 8 0.71484375
10 3 0.7275390625
11 3 0.7333984375
11 4 0.7392578125
11 5 0.7451171875
11 6 0.7421875
11 7 0.7626953125
11 8 0.744140625
12 4 0.771484375
12 5 0.7763671875
12 6 0.794921875
12 7 0.7919921875
12 8 0.7861328125
13 4 0.798828125
13 5 0.794921875
13 6 0.798828125
13 7 0.7919921875
13 3 0.7861328125
14 3 0.84765625
14 4 0.828125
14 5 0.853515625
14 6 0.8505859375
14 7 0.85546875
14 8 0.8466796875
15 4 0.841796875
15 5 0.8544921875
15 6 0.86328125
15 7 0.8642578125
15 8 0.8564453125
16 3 0.8623046875
16 4 0.853515625
16 5 0.8662109375
16 6 0.865234375
16 7 0.876953125
16 8 0.85546875
17 4 0.8720703125
17 5 0.873046875
17 6 0.876953125
17 7 0.8798828125
17 8 0.8720703125
18 4 0.890625
18 5 0.9072265625
18 6 0.9091796875
18 7 0.9091796875
18 8 0.9033203125
18 3 0.9052734375
19 3 0.9052734375
19 4 0.91015625
19 5 0.9130859375
19 6 0.9033203125
19 7 0.908203125
20 4 0.9091796875
20 5 0.91796875
20 6 0.9208984375
20 7 0.927734375
20 8 0.919921875
20 3 0.9140625
21 4 0.9091796875
21 5 0.919921875
21 6 0.9296875
21 7 0.927734375
21 8 0.921875
22 4 0.9169921875
22 5 0.921875
22 6 0.9326171875
22 7 0.9384765625
22 8 0.9326171875
22 3 0.9287109375
23 4 0.931640625
23 5 0.9365234375
23 6 0.94140625
23 7 0.9375
23 8 0.935546875
23 3 0.2109375
24 4 0.9365234375
24 5 0.9541015625
24 6 0.9521484375
24 7 0.9580078125
24 8 0.953125
24 3 0.9423828125
25 4 0.9453125
25 5 0.9482421875
25 6 0.951171875
25 7 0.9541015625
25 8 0.951171875
26 4 0.943359375
26 5 0.9560546875
26 6 0.95703125
26 7 0.9599609375
26 8 0.9541015625
26 3 0.9453125
27 4 0.9501953125
27 5 0.9541015625
27 6 0.9580078125
27 7 0.9599609375
27 8 0.9560546875
28 4 0.9541015625
28 5 0.9580078125
28 6 0.9560546875
28 7 0.9619140625
28 8 0.958984375
28 3 0.953125
29 4 0.9619140625
29 5 0.9619140625
29 6 0.9677734375
29 7 0.96875
29 8 0.96484375
30 4 0.9599609375
30 5 0.96875
30 6 0.9677734375
30 7 0.970703125
30 8 0.9716796875
30 3 0.7998046875
