4 8 9652372606.06
4 9 9706818672.0
4 10 9948440112.0
4 11 9524989400.0
4 12 9506571760.0
4 13 9273607504.0
5 9 11835475344.3
5 10 11954111880.0
5 11 11586680176.0
5 12 11583110944.0
5 13 11453049712.0
6 9 14025622606.8
6 10 14012349664.0
6 11 13692287768.0
6 12 13937553856.0
6 13 14542299632.0
7 9 16545546496.1
7 10 16244443224.0
7 11 16070081696.0
7 12 16133970136.0
7 13 16785360440.0
8 9 19409855788.5
8 10 18628854840.0
8 11 18462245728.0
8 12 18517891152.0
8 13 19188137744.0
9 9 28526231549.3
9 10 20850687792.0
9 11 21107217256.0
9 12 20440527008.0
9 13 21617780008.0
9 14 21298720079.9
10 9 25107818741.3
10 10 23360261296.0
10 11 23147217792.0
10 12 23249743968.0
10 13 24326547128.0
11 9 27210523405.2
11 10 26126118328.0
11 11 25700642384.0
11 12 26038929752.0
11 13 27384653226.8
12 9 32841071421.7
12 10 28989002096.0
12 11 28989909448.0
12 12 29027367216.0
12 13 30272875560.0
12 14 29785918264.0
13 9 36594758765.1
13 10 32034322720.0
13 11 31874953432.0
13 12 31647609294.7
13 13 33113143520.0
13 14 32615823112.0
14 9 34887710192.6
14 10 34683118288.0
14 11 34804138808.0
14 12 34799338302.8
14 13 36277542984.0
14 14 35735952712.0
15 9 40710344433.7
15 10 36827696936.0
15 11 37106561088.0
15 12 36800617152.0
15 13 38421132432.0
15 14 37777318649.4
16 9 42956515071.7
16 10 38991890632.0
16 11 39287125168.0
16 12 38851230384.0
16 13 40419595244.8
16 14 39963283488.0
17 9 46694838092.7
17 10 41191168576.0
17 11 41495438136.0
17 12 40643520407.6
17 13 42583798552.0
17 14 41732267920.0
18 9 46691457372.4
18 10 43638391288.0
18 11 44123908504.0
18 12 43506862873.1
18 13 45038010144.0
18 14 44619977280.0
19 9 49151752066.3
19 10 46022776904.0
19 11 46456060032.0
19 12 45833289550.4
19 13 47119283016.0
19 14 46767608520.0
20 9 50144781290.6
20 10 48084944600.0
20 11 48552100720.0
20 12 47866133426.6
20 13 49207991192.0
20 14 48204716072.0
21 9 52647311525.3
21 10 50261388507.5
21 11 50801641384.0
21 12 50065537176.0
21 13 51395674536.0
21 14 50150779320.0
22 9 56698731734.7
22 10 52441948256.0
22 11 52783959528.0
22 12 52001484296.0
22 13 53389281336.0
22 14 51921349048.0
23 9 56288432564.3
23 10 54776476835.2
23 11 55111793176.0
23 12 54051062872.0
23 13 55480438010.0
23 14 53573310536.0
24 9 57129891419.2
24 10 55877925797.2
24 11.1 56058042403.0
24 12.1 55279477247.3
24 13.2 55842479600.4
25 9.1 57574400256.7
25 12.2 56272659651.0
25 11.1 56639264459.1
25 10.1 56865263272.0
25 13.2 56836296944.4
26 9 58597461658.9
26 10.1 57663731282.8
26 11.1 57448275022.7
26 12.1 57000769271.1
26 13.1 57643876798.4
27 9 59102014476.9
27 11.1 63155980241.2
27 12.1 58032060344.2
27 13.1 58352404880.6
27 10.1 58483669468.3
28 10.1 59281804300.0
28 11.1 59009975534.5
28 12.1 58620795925.6
28 13.1 59119656494.0
28 9 59684101055.2
29 9 59729843773.3
29 10.1 59517680320.3
29 11.1 59304629056.4
29 12.1 58814381792.8
29 13.1 59430334055.1
30 10.1 60192262302.1
30 9.1 60434636102.6
30 11.1 59768047747.8
30 12.1 59226633006.8
30 13.1 59837211106.3
