4 3 0.619140625
4 4 0.599609375
4 5 0.6044921875
4 6 0.630859375
4 7 0.62890625
4 8 0.6171875
5 3 0.7001953125
5 4 0.7080078125
5 5 0.703125
5 6 0.705078125
5 7 0.71484375
5 8 0.6611328125
6 3 0.7861328125
6 4 0.763671875
6 5 0.7744140625
6 6 0.7880859375
6 7 0.7861328125
6 8 0.771484375
7 4 0.8251953125
7 5 0.83203125
7 6 0.833984375
7 7 0.8486328125
7 8 0.8203125
7 3 0.841796875
8 4 0.8740234375
8 5 0.8759765625
8 6 0.888671875
8 7 0.8876953125
8 8 0.8818359375
8 3 0.90234375
9 3 0.18359375
9 4 0.9150390625
9 5 0.9228515625
9 6 0.921875
9 7 0.9296875
9 8 0.9189453125
10 4 0.9404296875
10 5 0.9462890625
10 6 0.947265625
10 7 0.953125
10 8 0.9482421875
10 9 0.9296875
10 3 0.94921875
11 3 0.9638671875
11 4 0.962890625
11 5 0.96484375
11 6 0.9619140625
11 7 0.962890625
11 8 0.9658203125
12 4 0.9814453125
12 5 0.9775390625
12 6 0.978515625
12 7 0.9794921875
12 8 0.978515625
13 4 0.98828125
13 5 0.9853515625
13 6 0.9873046875
13 7 0.9833984375
13 8 0.9873046875
14 3 0.4873046875
14 4 0.990234375
14 5 0.9912109375
14 6 0.9892578125
14 7 0.9912109375
14 8 0.990234375
15 4 0.9951171875
15 5 0.994140625
15 6 0.9951171875
15 7 0.9951171875
15 8 0.9951171875
16 3 0.439453125
16 4 0.9970703125
16 5 0.99609375
16 6 0.9970703125
16 7 0.9970703125
16 8 0.9970703125
17 3 0.998046875
17 4 0.998046875
17 5 0.998046875
17 6 0.998046875
17 7 0.998046875
17 8 0.998046875
18 4 0.9990234375
18 5 0.9990234375
18 6 0.9990234375
18 7 0.9990234375
18 8 0.9990234375
19 3 0.9990234375
19 4 0.9990234375
19 5 0.9990234375
19 6 0.9990234375
19 7 0.9990234375
19 8 0.9990234375
20 4 0.9990234375
20 5 0.9990234375
20 6 0.9990234375
20 7.1 0.9990234375
20 8.1 0.9990234375
21 4 0.9990234375
21 5 0.9990234375
21 6 0.9990234375
21 7 0.9990234375
21 8 0.9990234375
21 9 0.9990234375
22 4 0.9990234375
22 5 0.9990234375
22 6 0.9990234375
22 7 0.9990234375
22 8 0.9990234375
23 4 0.9990234375
23 5 0.9990234375
23 6 0.9990234375
23 7 0.9990234375
23 8 0.9990234375
24 4 0.9990234375
24 5 1.0
24 6 1.0
24 7 0.9990234375
24 8 0.9990234375
25 3 1.0
25 4 0.9990234375
25 5 1.0
25 6 1.0
25 7 1.0
25 8 1.0
26 4 0.9990234375
26 5 1.0
26 6.1 1.0
26 7.1 1.0
26 8.1 1.0
27 3 1.0
27 4 1.0
27 5.1 1.0
27 6.1 1.0
27 7.1 1.0
27 8.1 1.0
28 4 1.0
28 5 1.0
28 6 1.0
28 7 1.0
28 8 1.0
29 3 1.0
29 4 1.0
29 5 1.0
29 6 1.0
29 7.1 1.0
29 8.1 1.0
30 4 1.0
30 5 1.0
30 6.1 1.0
30 7.1 1.0
30 8.1 1.0
