1 2339.25 2373.75 2489.5 2572.0 4053.98 2736.7
4 1423.62 1504.25 1965.5 5202.0 6191.620000000001 3098.8
8 2202.4 2283.0 2333.0 2369.75 2404.3 2321.5
12 2238.08 2363.0 2368.5 2389.0 2469.91 2374.2
16 2016.16 2071.25 2164.0 2251.5 4489.01 2402.0
20 2250.36 2271.75 2307.0 2419.25 3571.66 2464.4
24 2137.33 2253.0 3983.5 5418.5 5883.86 3925.6
28 2139.11 2341.25 2728.0 2962.25 3741.0 2746.3
32 2171.9900000000002 2209.5 2290.0 2324.75 2414.42 2280.0
