8 4.0 7.1455078125 7.1455078125 7.1455078125 7.1455078125 7.1455078125
8 5.0 7.1865234375 7.1865234375 7.1865234375 7.1865234375 7.1865234375
8 6.0 7.185546875 7.185546875 7.185546875 7.185546875 7.185546875
8 7.0 7.1962890625 7.1962890625 7.1962890625 7.1962890625 7.1962890625
8 8.0 7.1572265625 7.1572265625 7.1572265625 7.1572265625 7.1572265625
16 3.0 7.66796875 7.66796875 7.66796875 7.66796875 7.66796875
16 4.0 7.1884765625 7.1884765625 7.1884765625 7.1884765625 7.1884765625
16 5.0 7.201171875 7.201171875 7.201171875 7.201171875 7.201171875
16 6.0 7.234375 7.234375 7.234375 7.234375 7.234375
16 7.0 7.177734375 7.177734375 7.177734375 7.177734375 7.177734375
16 8.0 7.1611328125 7.1611328125 7.1611328125 7.1611328125 7.1611328125
32 4.0 7.1533203125 7.1533203125 7.1533203125 7.1533203125 7.1533203125
32 5.0 7.177734375 7.177734375 7.177734375 7.177734375 7.177734375
32 6.0 7.1767578125 7.1767578125 7.1767578125 7.1767578125 7.1767578125
32 7.0 7.21875 7.21875 7.21875 7.21875 7.21875
32 8.0 7.16015625 7.16015625 7.16015625 7.16015625 7.16015625
48 4.0 7.1416015625 7.1416015625 7.1416015625 7.1416015625 7.1416015625
48 5.0 7.1328125 7.1328125 7.1328125 7.1328125 7.1328125
48 6.0 7.1328125 7.1328125 7.1328125 7.1328125 7.1328125
48 7.0 7.140625 7.140625 7.140625 7.140625 7.140625
48 8.0 7.140625 7.140625 7.140625 7.140625 7.140625
48 3.0 7.2041015625 7.2041015625 7.2041015625 7.2041015625 7.2041015625
64 3.0 7.23046875 7.23046875 7.23046875 7.23046875 7.23046875
64 4.0 7.1884765625 7.1884765625 7.1884765625 7.1884765625 7.1884765625
64 5.0 7.3095703125 7.3095703125 7.3095703125 7.3095703125 7.3095703125
64 6.0 7.2294921875 7.2294921875 7.2294921875 7.2294921875 7.2294921875
64 7.0 7.23828125 7.23828125 7.23828125 7.23828125 7.23828125
80 4.0 7.2421875 7.2421875 7.2421875 7.2421875 7.2421875
80 5.0 7.224609375 7.224609375 7.224609375 7.224609375 7.224609375
80 6.0 7.2470703125 7.2470703125 7.2470703125 7.2470703125 7.2470703125
80 7.0 7.2705078125 7.2705078125 7.2705078125 7.2705078125 7.2705078125
80 8.0 7.2216796875 7.2216796875 7.2216796875 7.2216796875 7.2216796875
96 4.0 7.294921875 7.294921875 7.294921875 7.294921875 7.294921875
96 5.0 7.27734375 7.27734375 7.27734375 7.27734375 7.27734375
96 6.0 7.2666015625 7.2666015625 7.2666015625 7.2666015625 7.2666015625
96 7.0 7.2373046875 7.2373046875 7.2373046875 7.2373046875 7.2373046875
96 8.0 7.2509765625 7.2509765625 7.2509765625 7.2509765625 7.2509765625
96 3.0 7.810546875 7.810546875 7.810546875 7.810546875 7.810546875
112 4.0 7.2470703125 7.2470703125 7.2470703125 7.2470703125 7.2470703125
112 5.0 7.2451171875 7.2451171875 7.2451171875 7.2451171875 7.2451171875
112 6.0 7.298828125 7.298828125 7.298828125 7.298828125 7.298828125
112 7.0 7.244140625 7.244140625 7.244140625 7.244140625 7.244140625
112 8.0 7.2265625 7.2265625 7.2265625 7.2265625 7.2265625
128 4.0 7.330078125 7.330078125 7.330078125 7.330078125 7.330078125
128 5.0 7.3447265625 7.3447265625 7.3447265625 7.3447265625 7.3447265625
128 6.0 7.40234375 7.40234375 7.40234375 7.40234375 7.40234375
128 7.0 7.36328125 7.36328125 7.36328125 7.36328125 7.36328125
128 8.0 7.3310546875 7.3310546875 7.3310546875 7.3310546875 7.3310546875
144 3.0 6.0859375 6.0859375 6.0859375 6.0859375 6.0859375
144 4.0 7.349609375 7.349609375 7.349609375 7.349609375 7.349609375
144 5.0 7.3583984375 7.3583984375 7.3583984375 7.3583984375 7.3583984375
144 6.0 7.3583984375 7.3583984375 7.3583984375 7.3583984375 7.3583984375
144 7.0 7.3603515625 7.3603515625 7.3603515625 7.3603515625 7.3603515625
144 8.0 7.3330078125 7.3330078125 7.3330078125 7.3330078125 7.3330078125
160 4.0 7.3798828125 7.3798828125 7.3798828125 7.3798828125 7.3798828125
160 5.0 7.4052734375 7.4052734375 7.4052734375 7.4052734375 7.4052734375
160 6.0 7.40234375 7.40234375 7.40234375 7.40234375 7.40234375
160 7.0 7.3583984375 7.3583984375 7.3583984375 7.3583984375 7.3583984375
160 8.0 7.3701171875 7.3701171875 7.3701171875 7.3701171875 7.3701171875
160 3.0 7.5078125 7.5078125 7.5078125 7.5078125 7.5078125
176 4.0 7.310546875 7.310546875 7.310546875 7.310546875 7.310546875
176 5.0 7.35546875 7.35546875 7.35546875 7.35546875 7.35546875
176 6.0 7.3388671875 7.3388671875 7.3388671875 7.3388671875 7.3388671875
176 7.0 7.3408203125 7.3408203125 7.3408203125 7.3408203125 7.3408203125
176 8.0 7.3212890625 7.3212890625 7.3212890625 7.3212890625 7.3212890625
176 3.0 7.2939453125 7.2939453125 7.2939453125 7.2939453125 7.2939453125
192 4.0 7.3056640625 7.3056640625 7.3056640625 7.3056640625 7.3056640625
192 5.0 7.330078125 7.330078125 7.330078125 7.330078125 7.330078125
192 6.0 7.337890625 7.337890625 7.337890625 7.337890625 7.337890625
192 7.0 7.31640625 7.31640625 7.31640625 7.31640625 7.31640625
192 8.0 7.310546875 7.310546875 7.310546875 7.310546875 7.310546875
208 4.0 7.359375 7.359375 7.359375 7.359375 7.359375
208 5.0 7.3642578125 7.3642578125 7.3642578125 7.3642578125 7.3642578125
208 6.0 7.357421875 7.357421875 7.357421875 7.357421875 7.357421875
208 7.0 7.36328125 7.36328125 7.36328125 7.36328125 7.36328125
208 8.0 7.3447265625 7.3447265625 7.3447265625 7.3447265625 7.3447265625
224 3.0 7.36328125 7.36328125 7.36328125 7.36328125 7.36328125
224 4.0 7.37109375 7.37109375 7.37109375 7.37109375 7.37109375
224 5.0 7.3828125 7.3828125 7.3828125 7.3828125 7.3828125
224 6.0 7.3349609375 7.3349609375 7.3349609375 7.3349609375 7.3349609375
224 7.0 7.359375 7.359375 7.359375 7.359375 7.359375
224 2.0 7.5673828125 7.5673828125 7.5673828125 7.5673828125 7.5673828125
240 3.0 7.3525390625 7.3525390625 7.3525390625 7.3525390625 7.3525390625
240 4.0 7.3388671875 7.3388671875 7.3388671875 7.3388671875 7.3388671875
240 5.0 7.412109375 7.412109375 7.412109375 7.412109375 7.412109375
240 6.0 7.3125 7.3125 7.3125 7.3125 7.3125
240 7.0 7.3203125 7.3203125 7.3203125 7.3203125 7.3203125
256 4.0 7.328125 7.328125 7.328125 7.328125 7.328125
256 5.0 7.3486328125 7.3486328125 7.3486328125 7.3486328125 7.3486328125
256 6.0 7.3564453125 7.3564453125 7.3564453125 7.3564453125 7.3564453125
256 7.0 7.3857421875 7.3857421875 7.3857421875 7.3857421875 7.3857421875
256 8.0 7.3408203125 7.3408203125 7.3408203125 7.3408203125 7.3408203125
272 3.0 7.2763671875 7.2763671875 7.2763671875 7.2763671875 7.2763671875
