8 9.0 65692451836.7 65692451836.7 65692451836.7 65692451836.7 65692451836.7
8 13.1 66610814711.5 66610814711.5 66610814711.5 66610814711.5 66610814711.5
8 10.0 66158768558.3 66158768558.3 66158768558.3 66158768558.3 66158768558.3
8 11.0 65581913371.0 65581913371.0 65581913371.0 65581913371.0 65581913371.0
8 12.0 64938110107.4 64938110107.4 64938110107.4 64938110107.4 64938110107.4
16 13.4 66727131908.9 66727131908.9 66727131908.9 66727131908.9 66727131908.9
16 9.1 65657717479.9 65657717479.9 65657717479.9 65657717479.9 65657717479.9
16 10.1 66227013833.8 66227013833.8 66227013833.8 66227013833.8 66227013833.8
16 11.2 65745064793.8 65745064793.8 65745064793.8 65745064793.8 65745064793.8
16 12.2 65165547587.7 65165547587.7 65165547587.7 65165547587.7 65165547587.7
32 9.0 65180017558.6 65180017558.6 65180017558.6 65180017558.6 65180017558.6
32 10.0 65623650600.2 65623650600.2 65623650600.2 65623650600.2 65623650600.2
32 11.0 65192640230.4 65192640230.4 65192640230.4 65192640230.4 65192640230.4
32 12.0 64549827089.8 64549827089.8 64549827089.8 64549827089.8 64549827089.8
32 13.0 65644432384.7 65644432384.7 65644432384.7 65644432384.7 65644432384.7
48 9.3 64802763686.6 64802763686.6 64802763686.6 64802763686.6 64802763686.6
48 10.4 64702240991.4 64702240991.4 64702240991.4 64702240991.4 64702240991.4
48 11.5 63832778848.4 63832778848.4 63832778848.4 63832778848.4 63832778848.4
48 12.5 64055280271.7 64055280271.7 64055280271.7 64055280271.7 64055280271.7
48 13.5 65682062549.7 65682062549.7 65682062549.7 65682062549.7 65682062549.7
64 9.0 64207028848.0 64207028848.0 64207028848.0 64207028848.0 64207028848.0
64 11.0 62987553332.0 62987553332.0 62987553332.0 62987553332.0 62987553332.0
64 8.0 62415066261.9 62415066261.9 62415066261.9 62415066261.9 62415066261.9
64 10.0 63992664373.4 63992664373.4 63992664373.4 63992664373.4 63992664373.4
64 12.0 64579634965.0 64579634965.0 64579634965.0 64579634965.0 64579634965.0
64 13.0 63281214455.4 63281214455.4 63281214455.4 63281214455.4 63281214455.4
80 12.4 63574100414.1 63574100414.1 63574100414.1 63574100414.1 63574100414.1
80 11.3 63875665873.2 63875665873.2 63875665873.2 63875665873.2 63875665873.2
80 9.0 63030072317.8 63030072317.8 63030072317.8 63030072317.8 63030072317.8
80 10.1 64400014719.1 64400014719.1 64400014719.1 64400014719.1 64400014719.1
80 13.4 64675222631.1 64675222631.1 64675222631.1 64675222631.1 64675222631.1
96 10.6 62751033376.6 62751033376.6 62751033376.6 62751033376.6 62751033376.6
96 9.5 62572969240.9 62572969240.9 62572969240.9 62572969240.9 62572969240.9
96 11.6 61693558054.1 61693558054.1 61693558054.1 61693558054.1 61693558054.1
96 12.7 62669525497.2 62669525497.2 62669525497.2 62669525497.2 62669525497.2
96 13.7 62954151355.3 62954151355.3 62954151355.3 62954151355.3 62954151355.3
112 9.1 61257579795.1 61257579795.1 61257579795.1 61257579795.1 61257579795.1
112 10.1 61849127738.9 61849127738.9 61849127738.9 61849127738.9 61849127738.9
112 11.1 61377259682.8 61377259682.8 61377259682.8 61377259682.8 61377259682.8
112 12.2 60397924555.2 60397924555.2 60397924555.2 60397924555.2 60397924555.2
112 13.2 62248282116.5 62248282116.5 62248282116.5 62248282116.5 62248282116.5
128 9.3 63177518320.7 63177518320.7 63177518320.7 63177518320.7 63177518320.7
128 8.0 60486316256.3 60486316256.3 60486316256.3 60486316256.3 60486316256.3
128 10.4 62538065202.2 62538065202.2 62538065202.2 62538065202.2 62538065202.2
128 11.4 61889625328.1 61889625328.1 61889625328.1 61889625328.1 61889625328.1
128 12.4 63048857312.0 63048857312.0 63048857312.0 63048857312.0 63048857312.0
144 11.5 59303811474.9 59303811474.9 59303811474.9 59303811474.9 59303811474.9
